Video ID,Ground Truth HR,Predicted HR,Absolute Error
1381-20231128191610618_tmp_26c03dc8e7e98ec19285e91eca872c64.mp4,90.0,90.0,0.0
273-20221202135732503_tmp_7affd8e19b9d1a0f22010eb4fb3da5d4bc305d6d7999a9d0.mp4,90.0,90.0,0.0
439-20221118151259052_tmp_f125a6dca7484653e4437b0ec0020b47.mp4,90.0,90.0,0.0
42-20221118152014250_tmp_30b3f68581d5092985ae8abe12fc9529.mp4,71.0,71.05263157894737,0.05263157894736992
471-20221116090703015_tmp_8524e26e0ab8aa24e3bf908d36e260a2.mp4,71.0,71.05263157894737,0.05263157894736992
1363-20220324210023591_tmp_cab8a66a08a47b1cc967227564b07fb39766e63c515e7266.mp4,61.0,61.07142857142857,0.0714285714285694
343-20221024143716431_tmp_586d392326d2bf95c598c3764dd21c094ad4066c5b71d11d.mp4,74.0,73.92857142857142,0.07142857142858361
1267-20230521173549734_tmp_eff774e16b04ba75e5b60483d8b598bc.mp4,74.0,73.92857142857142,0.07142857142858361
1372-20231109213310382_tmp_5860903256a46ae065841af9757824a116e61ff8c0663129.mp4,74.0,73.92857142857142,0.07142857142858361
116-20221111155632910_tmp_5b237ddff0588274ca80ae00ecdcc5e3acd75c37028485d3.mp4,74.0,73.92857142857142,0.07142857142858361
265-20221201130957252_tmp_a2acb803940f9edc01bbada1296b07d4.mp4,79.0,79.0909090909091,0.09090909090909349
1325-20230402123523996_tmp_7b7cc4d323355a34b666fee9d1e7785e.mp4,71.0,70.9090909090909,0.09090909090909349
708-20221215123414951_tmp_c856a4692eaa7d1c61ea074070888526.mp4,79.0,79.0909090909091,0.09090909090909349
225-20221117132814101_tmp_7ba591b64928e6fc0ad5dd8d94e19c52.mp4,71.0,70.9090909090909,0.09090909090909349
939-20220521115243436_tmp_5f8965f4159714320568612df8ca43e9.mp4,71.0,70.9090909090909,0.09090909090909349
833-20220506113456810_tmp_32585ba965825d399774f098c46b4078.mp4,71.0,70.9090909090909,0.09090909090909349
194-20221215124734769_tmp_adde78b61a22d6ab8ebe3f696147c0f1.mp4,71.0,70.9090909090909,0.09090909090909349
299-20221117155226953_tmp_c4a189ee63988b4e654f8310eafaca25.mp4,71.0,70.9090909090909,0.09090909090909349
1098-20221118170447239_tmp_ff3ea5273fad212c0644542753e02079.mp4,83.0,82.89473684210527,0.10526315789472562
310-20221104154051111_tmp_57d3b18c40c09c46c6bcd681d9c4d663.mp4,83.0,82.89473684210527,0.10526315789472562
